ewma_01,ewma_005,ewma_001,price,buy_signal,price_diff,timestamp
2530.75,2530.75,2530.75,2530.75,0,-0.003259903190753729,1623190560
2531.1780000000003,2530.964,2530.7928,2535.03,0,-0.004942742294963057,1623190620
2535.036,2535.033,2535.0306,2535.09,0,-0.00496629310990937,1623190680
2535.096,2535.0930000000003,2535.0906000000004,2535.15,0,-0.004189101236613175,1623190740
2534.8,2534.975,2535.115,2531.65,0,-0.00281239507830857,1623190800
2531.606,2531.628,2531.6456000000003,2531.21,0,-0.0026390540492491088,1623190860
2531.372,2531.291,2531.2262,2532.83,0,-0.0011883940098623925,1623190920
2533.248,2533.0389999999998,2532.8718,2537.01,0,-0.0028340448007694308,1623190980
2536.735,2536.8725000000004,2536.9825,2534.26,0,-0.0017519907191843197,1623191040
2534.5760000000005,2534.418,2534.2916000000005,2537.42,0,-0.004981437838434265,1623191100
2537.3190000000004,2537.3695,2537.4098999999997,2536.41,0,-0.004585220843633189,1623191160
2536.374,2536.392,2536.4064,2536.05,0,-0.006959641962895089,1623191220
2536.023,2536.0365,2536.0473,2535.78,0,-0.006853906884666693,1623191280
2535.8410000000003,2535.8105,2535.7861,2536.39,0,-0.007092757817212567,1623191340
2536.479,2536.4345,2536.3989,2537.28,0,-0.007196683062176905,1623191400
2537.788,2537.534,2537.3308,2542.36,0,-0.009180446514262395,1623191460
2542.1250000000005,2542.2425000000003,2542.3365,2540.01,0,-0.010051141530938933,1623191520
2539.4020000000005,2539.706,2539.9492000000005,2533.93,0,-0.007675823720465766,1623191580
2533.777,2533.8534999999997,2533.9147,2532.4,0,-0.007076291265202998,1623191640
2532.0190000000002,2532.2095000000004,2532.3619,2528.59,0,-0.004152511874206574,1623191700
2528.117,2528.3535,2528.5427000000004,2523.86,0,-0.0022861806914805027,1623191760
2524.469,2524.1645,2523.9209,2529.95,0,-0.0022767248364591254,1623191820
2530.032,2529.991,2529.9581999999996,2530.77,0,-0.0025999992097266553,1623191880
2530.42,2530.595,2530.735,2527.27,0,-0.001218706351121933,1623191940
2527.431,2527.3505,2527.2861,2528.88,0,-0.0003044826168105967,1623192000
2528.512,2528.696,2528.8432000000003,2525.2,0,0.00115238396958669,1623192060
2524.93,2525.0649999999996,2525.173,2522.5,0,0.0022239841427156106,1623192120
